image_name,Type_1,Type_2,Type_3
0.jpg,0.17907884717,0.508947134018,0.311974078417
1.jpg,0.171236723661,0.469723731279,0.359039515257
10.jpg,0.170672774315,0.457489997149,0.371837317944
100.jpg,0.147984772921,0.540031790733,0.311983406544
101.jpg,0.229509234428,0.385721355677,0.38476935029
102.jpg,0.17411378026,0.495017617941,0.330868601799
103.jpg,0.2176861763,0.413338035345,0.368975698948
104.jpg,0.166832789779,0.574793875217,0.258373349905
105.jpg,0.177891328931,0.401061087847,0.421047657728
106.jpg,0.177031517029,0.462331950665,0.360636591911
107.jpg,0.170186534524,0.477439314127,0.352374106646
108.jpg,0.16199362278,0.406605362892,0.431401103735
109.jpg,0.119174644351,0.679239571095,0.201585784554
11.jpg,0.203930169344,0.51046538353,0.285604447126
110.jpg,0.183360248804,0.417588204145,0.399051517248
111.jpg,0.155920341611,0.559503078461,0.284576565027
112.jpg,0.113227024674,0.585225403309,0.301547557116
113.jpg,0.236529648304,0.464731901884,0.29873842001
114.jpg,0.148924574256,0.434087187052,0.416988253593
115.jpg,0.181843310595,0.631562530994,0.186594113708
116.jpg,0.209969222546,0.624794542789,0.16523617506
117.jpg,0.0993122234941,0.614884793758,0.285802960396
118.jpg,0.101867958903,0.621942937374,0.276189178228
119.jpg,0.211155191064,0.460700392723,0.328144341707
12.jpg,0.143731549382,0.534321367741,0.321947008371
120.jpg,0.160865589976,0.513437628746,0.325696796179
121.jpg,0.279556035995,0.270729959011,0.449714004993
122.jpg,0.325130432844,0.343434840441,0.331434726715
123.jpg,0.304767251015,0.341566234827,0.353666603565
124.jpg,0.0921028330922,0.61748367548,0.290413439274
125.jpg,0.26437330246,0.534513056278,0.201113685966
126.jpg,0.166475653648,0.475100815296,0.358423501253
127.jpg,0.229816973209,0.447624564171,0.322558373213
128.jpg,0.145549312234,0.586808085442,0.267642617226
129.jpg,0.144245758653,0.557023286819,0.298730999231
13.jpg,0.224050864577,0.396865457296,0.37908372283
130.jpg,0.121174283326,0.608538508415,0.27028721571
131.jpg,0.239507228136,0.493056207895,0.267436504364
132.jpg,0.131070807576,0.532917737961,0.336011469364
133.jpg,0.238700419664,0.370571792126,0.390727758408
134.jpg,0.292136192322,0.403441607952,0.304422140121
135.jpg,0.135470435023,0.522143244743,0.342386305332
136.jpg,0.133496925235,0.66377556324,0.202727526426
137.jpg,0.165097624063,0.599229753017,0.235672652721
138.jpg,0.180616050959,0.625138103962,0.194245859981
139.jpg,0.171995773911,0.560822367668,0.267181903124
14.jpg,0.228981673717,0.440971046686,0.330047369003
140.jpg,0.131317943335,0.532016694546,0.336665391922
141.jpg,0.212314873934,0.449844002724,0.337841063738
142.jpg,0.25420114398,0.497025758028,0.248773083091
143.jpg,0.253130793571,0.471958220005,0.274910956621
144.jpg,0.113896839321,0.733822762966,0.152280434966
145.jpg,0.200467258692,0.510430812836,0.289101958275
146.jpg,0.206605508924,0.596557796001,0.19683675468
147.jpg,0.14563728869,0.598093807697,0.256268888712
148.jpg,0.184500649571,0.620557188988,0.194942101836
149.jpg,0.169957220554,0.637474060059,0.192568749189
15.jpg,0.213573336601,0.495194047689,0.291232585907
150.jpg,0.226327627897,0.500717461109,0.272954910994
151.jpg,0.196591690183,0.351321280003,0.452087104321
152.jpg,0.213384151459,0.586981415749,0.199634462595
153.jpg,0.183169960976,0.548071622849,0.26875847578
154.jpg,0.185273095965,0.424373716116,0.390353173018
155.jpg,0.136252403259,0.576501011848,0.287246584892
156.jpg,0.160961776972,0.626833498478,0.212204709649
157.jpg,0.149228230119,0.665057003498,0.185714811087
158.jpg,0.32791775465,0.292264640331,0.379817634821
159.jpg,0.100801214576,0.55000513792,0.349193632603
16.jpg,0.115293733776,0.586279153824,0.298427015543
160.jpg,0.201281473041,0.373831510544,0.424886971712
161.jpg,0.26062849164,0.419688999653,0.319682449102
162.jpg,0.257832348347,0.369122505188,0.373045146465
163.jpg,0.188381716609,0.446273773909,0.365344583988
164.jpg,0.229585796595,0.496639281511,0.273774921894
165.jpg,0.197939202189,0.56996011734,0.232100695372
166.jpg,0.174494192004,0.478770017624,0.346735775471
167.jpg,0.196682289243,0.412473469973,0.39084431529
168.jpg,0.157857969403,0.509937167168,0.33220487833
169.jpg,0.142244324088,0.552019476891,0.305736243725
17.jpg,0.16885894537,0.55518746376,0.275953680277
170.jpg,0.302560716867,0.444067358971,0.25337189436
171.jpg,0.215366184711,0.623359024525,0.161274731159
172.jpg,0.124811299145,0.586504280567,0.288684397936
173.jpg,0.253900527954,0.426499724388,0.31959977746
174.jpg,0.118087545037,0.584527313709,0.297385126352
175.jpg,0.243336766958,0.465384930372,0.291278332472
176.jpg,0.157531931996,0.536332428455,0.306135594845
177.jpg,0.199509248137,0.467868596315,0.332622170448
178.jpg,0.17748555541,0.612531781197,0.209982722998
179.jpg,0.217059776187,0.569779098034,0.213161095977
18.jpg,0.188756391406,0.428760707378,0.382482886314
180.jpg,0.145090445876,0.34312081337,0.511788725853
181.jpg,0.213194191456,0.431627601385,0.355178296566
182.jpg,0.163765966892,0.468604534864,0.367629438639
183.jpg,0.213870957494,0.600943684578,0.185185357928
184.jpg,0.267549723387,0.390913158655,0.341537117958
185.jpg,0.133086025715,0.615231990814,0.251681953669
186.jpg,0.232404768467,0.403880476952,0.363714754581
187.jpg,0.132406935096,0.753609955311,0.113983184099
188.jpg,0.216514155269,0.56521075964,0.218275099993
189.jpg,0.191577807069,0.602023601532,0.206398576498
19.jpg,0.1107949242,0.578504323959,0.310700774193
190.jpg,0.20280186832,0.387634396553,0.409563690424
191.jpg,0.098974622786,0.732294261456,0.168731167912
192.jpg,0.20317620039,0.530353784561,0.266469985247
193.jpg,0.178897917271,0.444098800421,0.377003252506
194.jpg,0.146622344851,0.519552886486,0.333824753761
195.jpg,0.219840124249,0.467192053795,0.312967807055
196.jpg,0.147178933024,0.474410057068,0.378410965204
197.jpg,0.166047200561,0.350445002317,0.483507752419
198.jpg,0.165577664971,0.627396285534,0.207026064396
199.jpg,0.29743719101,0.447770953178,0.254791855812
2.jpg,0.169698596001,0.396908342838,0.433393031359
20.jpg,0.186178803444,0.599857449532,0.213963732123
200.jpg,0.244299307466,0.442266196012,0.313434451818
201.jpg,0.171050876379,0.660063147545,0.16888590157
202.jpg,0.291479438543,0.46724280715,0.241277828813
203.jpg,0.277949929237,0.351743847132,0.370306253433
204.jpg,0.127248004079,0.460116684437,0.412635266781
205.jpg,0.196546882391,0.486696243286,0.316756844521
206.jpg,0.161351203918,0.472592353821,0.366056442261
207.jpg,0.145375698805,0.705187857151,0.149436458945
208.jpg,0.214980795979,0.547657549381,0.237361580133
209.jpg,0.278839528561,0.370160132647,0.351000338793
21.jpg,0.183351203799,0.61226016283,0.20438863337
210.jpg,0.228226333857,0.563302159309,0.208471506834
211.jpg,0.124983996153,0.533913075924,0.341102957726
212.jpg,0.176306501031,0.622205674648,0.201487854123
213.jpg,0.175876945257,0.427815496922,0.396307587624
214.jpg,0.166658639908,0.567333102226,0.266008228064
215.jpg,0.22333060205,0.463055104017,0.313614308834
216.jpg,0.254223883152,0.434012651443,0.3117634058
217.jpg,0.121541984379,0.654284417629,0.22417357564
218.jpg,0.154121518135,0.580510258675,0.265368282795
219.jpg,0.116948835552,0.526753544807,0.356297671795
22.jpg,0.168419539928,0.556446552277,0.275133818388
220.jpg,0.205059781671,0.551407694817,0.243532553315
221.jpg,0.187356442213,0.471029371023,0.341614186764
222.jpg,0.251618355513,0.484810829163,0.263570785522
223.jpg,0.213696792722,0.442772895098,0.343530297279
224.jpg,0.198246687651,0.376917093992,0.424836218357
225.jpg,0.210733577609,0.450353085995,0.338913351297
226.jpg,0.131028592587,0.63718855381,0.231782793999
227.jpg,0.143190711737,0.45463719964,0.402172118425
228.jpg,0.301919490099,0.411070972681,0.287009507418
229.jpg,0.173924654722,0.506254315376,0.319821029902
23.jpg,0.113490410149,0.558154642582,0.32835495472
230.jpg,0.210932582617,0.553843438625,0.23522400856
231.jpg,0.149222180247,0.652312755585,0.198465034366
232.jpg,0.242178380489,0.282982736826,0.474838882685
233.jpg,0.214030474424,0.501494884491,0.28447458148
234.jpg,0.165386617184,0.447948157787,0.386665165424
235.jpg,0.232078850269,0.59119027853,0.176730871201
236.jpg,0.261999279261,0.479246765375,0.258753955364
237.jpg,0.235628664494,0.602607786655,0.161763593554
238.jpg,0.102737903595,0.59167778492,0.305584341288
239.jpg,0.245565414429,0.403193354607,0.351241260767
24.jpg,0.188696801662,0.416973501444,0.394329696894
240.jpg,0.274831682444,0.405217438936,0.319950819016
241.jpg,0.204586356878,0.455813288689,0.339600384235
242.jpg,0.107227638364,0.665994465351,0.226777866483
243.jpg,0.196250155568,0.623675882816,0.180074006319
244.jpg,0.16212464869,0.439737200737,0.398138165474
245.jpg,0.216710150242,0.360924780369,0.422365128994
246.jpg,0.155635535717,0.571493923664,0.272870630026
247.jpg,0.184515222907,0.461250394583,0.354234308004
248.jpg,0.156773433089,0.417990803719,0.425235718489
249.jpg,0.163772091269,0.578652322292,0.257575601339
25.jpg,0.156773403287,0.43211966753,0.411106914282
250.jpg,0.16031318903,0.586614489555,0.253072321415
251.jpg,0.160114243627,0.553417980671,0.286467760801
252.jpg,0.133356392384,0.562681436539,0.303962141275
253.jpg,0.165086567402,0.515002131462,0.319911330938
254.jpg,0.220559999347,0.542750895023,0.236689135432
255.jpg,0.167978718877,0.512276470661,0.319744765759
256.jpg,0.304010897875,0.360376864672,0.335612267256
257.jpg,0.211175858974,0.488888323307,0.299935817719
258.jpg,0.160153657198,0.592986166477,0.246860265732
259.jpg,0.142698600888,0.472157567739,0.385143786669
26.jpg,0.138363912702,0.647363841534,0.214272245765
260.jpg,0.271601855755,0.521917462349,0.206480592489
261.jpg,0.159632727504,0.636963307858,0.203404009342
262.jpg,0.224674105644,0.444811761379,0.330514132977
